text,date,amusement_parks,ferris_wheels,water_parks,miniature_parks,baths_and_saunas,climbing,stadiums,winter_sports,natural_springs,water,nature_reserves,beaches,railway_stations,dams,mints,mineshafts,science_museums,churches,cathedrals,monasteries,synagogues,hindu_temples,mosques,archaeology,castles,fortified_towers,bunkers,military_museums,battlefields,war_graves,cemeteries,mausoleums,crypts,monuments,tumuluses,wall_painting,fountains,sculptures,gardens_and_parks,archaeological_museums,art_galleries,biographical_museums,history_museums,local_museums,national_museums,fashion_museums,planetariums,zoos,aquariums,skyscrapers,towers,historic_architecture,bridges,text_en
"Mój czas wolny spędza na odkrywaniu unikalnych miejsc, które oferują interesujące możliwości fotografii i doświadczeń kulturowych..Jako ktoś, kto lubi odkrywać historię i sztukę miejską, mam pasję do odkrywania historii i architektury miasta poprzez malowidła ścienne",Moja wycieczka odbędzie się od 10 lipca do 25 lipca 2023 roku.,2,3,1,2,2,1,2,1,3,3,2,2,3,2,1,1,2,3,3,2,2,1,1,2,3,3,2,2,1,2,2,1,1,4,2,5,3,3,4,2,5,2,4,3,4,3,2,3,2,2,4,4,4,I am a lover of street art and city history.My hobby is painting murals and exploring places with unique architecture.I most often spend my free time in places offering interesting motives for photography and a rich history and cultural heritage.
".Moja pasja polega na odkrywaniu kulinarnych tradycji krajów azjatyckich, eksperymentowania z różnymi stylami gotowania i języków.Lubię też spędzać wolny czas na odwiedzaniu niejasnych azjatyckich restauracji i rynków oferujących lokalne składniki","Planuję swoją wycieczkę na jesień, we wrześniu. Będzie trwała 14 dni, od 10 września do 24 września.",2,2,1,1,2,1,2,1,2,3,3,1,2,1,2,1,2,1,1,1,1,3,2,2,2,1,1,1,1,2,2,2,1,2,1,2,1,2,2,2,3,2,2,2,2,1,1,2,1,1,2,2,2,I am a lover of the cuisine and culture of Asian countries.My hobby is cooking dishes from various regions of Asia and learning foreign languages.I most often spend my free time discovering mysterious Asian restaurants and fairs with local food products.
"Jestem osobą energiczną i pełną życia. Moje zainteresowania skupiają się głównie wokół aktywności fizycznych i przygód. Uwielbiam sport, zwłaszcza ekstremalne, oraz wszelkiego rodzaju atrakcje adrenaliny. Wolę aktywne formy spędzania czasu i poszukiwanie nowych, ekscytujących doświadczeń.","Planuję krótki, intensywny wyjazd trwający około 4 dni, aby w pełni wykorzystać czas na aktywności i przygody.",4,3,5,3,4,5,4,5,2,4,3,3,2,3,2,3,2,2,2,2,2,2,2,3,4,4,4,3,4,3,2,3,4,3,2,3,4,3,3,2,3,2,3,2,3,2,2,4,4,3,4,3,4,"I am an energetic and full of life.My interests focus mainly around physical activity and adventures.I love sport, especially extreme, and all kinds of attractions of adrenaline.I prefer active forms of spending time and looking for new, exciting experiences."
"Jestem osobą z pasją do sztuki i kultury, namiętną fotografią i eksploracją ukrytych zakątków miast. Spędzam wolny czas w miejscach, które oferują inspirująceMotywy do fotografowania. Moje hobby to wycieczka po galerii sztuki, udział w występach teatralnych i fotografowanie architektury miejskiej.",Moja wycieczka odbędzie się od 1 października do 15 października 2023 roku.,2,4,3,2,3,1,3,1,3,4,3,2,3,2,1,1,4,4,5,3,2,1,1,3,4,3,1,3,2,3,3,1,1,4,2,4,3,4,4,4,5,3,4,4,5,3,2,3,3,4,4,4,4,"I am a person with a passion for art and culture, passionate photography and exploration of hidden corners of cities.My hobby is a tour of art gallery, participation in theater performances and photographing urban architecture.I spend my free time in places that offer inspiring motives to photograph."
Jestem miłośnikiem kultury i historii. Interesuję się teatrem i lokalną kuchnią. Wolę spokojne miejsca nad rzeką.,Moja wycieczka odbędzie się od 15 sierpnia do 30 sierpnia 2023 roku.,2,3,2,2,2,1,3,1,3,4,3,2,4,3,2,3,4,5,4,3,3,1,1,4,5,4,2,4,3,3,3,4,3,4,2,3,4,4,5,4,5,3,5,4,5,3,2,3,3,4,5,5,4,I am a lover of culture and history.I am interested in theater and local cuisine.I prefer peaceful places on the river.
"Jako osoba, która lubi odkrywać naturę, mam pasję do jazdy na rowerze górskim, nurkowaniu i spędzaniu czasu na zewnątrz.Interesuje mnie również zachowanie natury, szczególnie w parkach narodowych.Ponadto moje zainteresowania obejmują ochronę środowiska i wybieram zdrowe, lokalne produkty przy wyborze żywności.",Moja wycieczka odbędzie się od 7 lipca do 22 lipca 2023 roku.,1,3,2,1,1,4,2,1,5,4,5,2,3,2,1,2,2,2,1,1,1,1,1,3,3,3,2,2,1,2,2,1,1,3,1,1,2,3,4,2,1,1,3,4,3,1,1,2,2,1,3,2,3,"I am a lover of nature and active recreation.My hobby are hiking in the mountains, bicycle trips and diving.I spend my free time outdoors, discovering the natural beauty of places, especially national parks.I am interested in ecology and environmental protection.In terms of food, I prefer healthy, local products."
"Jako artysta uliczny interesuję się badaniem historii miast i ich wyjątkowej architektury.Często maluję malowidła ścienne na tle interesujących budynków i zabytków w czasie wolnym..Moją ulubioną rozrywką jest tworzenie malowideł ściennych na ulicach, aby odkryć dziedzictwo kulturowe mojego otoczenia",Moja wycieczka odbędzie się od 5 września do 20 września 2023 roku.,1,4,1,2,1,1,2,1,2,4,2,1,5,1,1,1,2,5,4,3,3,2,1,3,4,3,1,2,1,2,3,2,1,4,1,5,3,4,2,3,5,2,5,3,4,2,1,1,1,3,4,5,4,"I am a street artist, I am fascinated by city stories and unique architecture.My hobby is creating art on the streets and discovering the cultural heritage of places I visit.I most often spend my free time painting the mural against the background of fascinating buildings and monuments."
"Moje hobby to obserwowanie nocnego nieba, czytanie książek o gwiazdach i uczestnictwo w wykładach astronomicznych.Wolę spędzać wolny czas w miejscach, które pozwalają mi obserwować nocne niebo bez sztucznego oświetlenia..Jako astronom interesuję się tajemniczymi tajemnicami przestrzeni","Planuję swoją wycieczkę na wrzesień. Będzie trwała 10 dni, od 5 września do 15 września.",1,3,1,1,1,1,1,1,2,1,3,1,2,1,1,1,5,2,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,2,1,1,1,2,1,2,1,1,2,1,3,1,5,1,1,1,4,1,1,"I am an enthusiast of astronomy and I am fascinated by the secret of space.My hobby are observations of the night sky, reading books about stars and participation in astronomical lectures.I prefer to spend my free time in places where I can admire the sky without light interference."
".Lubię smakować lokalne potrawy i spędzać wolny czas w lokalnych restauracjach i targach jedzenia, zanurzone zarówno w klasycznych, jak i nowoczesnych tradycjach kulinarnych.Moja miłość do gotowania jest zakorzeniona w mojej pasji do odkrywania nowych i unikalnych smaków",Moja wycieczka odbędzie się od 12 września do 27 września 2023 roku.,2,3,1,2,2,1,1,1,3,2,2,2,2,1,1,1,2,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,2,1,1,1,1,2,1,2,1,2,2,2,1,1,2,1,1,3,2,2,"I am passionate about culinary and exploration of flavors.My hobby is cooking, tasting dishes from different cultures and searching for authentic local dishes.I most often spend my free time visits to local restaurants and food fair.I am interested in both traditional and innovative culinary."
". Spędzam wolny czas na trasach autostopowych, odkrywając zarówno naturalne piękno, jak i dzieła sztuki w różnych częściach świata.Jestem osobą z pasją do autostopu i zainteresowań w dziedzinie historii sztuki. Hobby jest autostopem.Nieznane miejsca, poznanie lokalnych kultur i odkrywanie wiedzy w dziedzinie historii sztuki. Uwielbiam odkrywać świat z autostopem, jednocześnie fascynuje mnie różnorodność sztuki i jej kontekst historyczny","Planuję długą podróż autostopem na 7 dni, od 20 do 26 września 2024 roku.",1,2,1,1,1,1,1,1,1,2,2,2,5,2,1,1,2,3,3,2,2,2,2,2,3,2,1,2,2,2,2,2,1,3,1,1,1,2,2,2,3,2,3,2,3,1,1,1,1,1,3,3,2,"I am a person with a passion for hitchhiking and with interests in the field of art history.I love to discover the world with hitchhiking, at the same time I am fascinated by the diversity of art and its historical context.The hobby is hitchhiking around unknown places, learning about local cultures and exploring knowledge in the field of art history.I spend my free time on hitchhiking routes, discovering both natural beauty and works of art in various parts of the world."
"Lubię też zwiedzać piękne szlaki, wspinać się po skałach i nurkowanie w czasie wolnym.Moja pasja polega na realizacji aktywnego stylu życia i odkrywaniu na świeżym powietrzu, szczególnie w zajęciach takich jak sport ekstremalny, wspinaczka i bieganie.","Planuję ekscytującą podróż trwającą około dwóch tygodni, która rozpocznie się za cztery miesiące. Chcę w tym czasie przemierzyć malownicze szlaki górskie, zanurzyć się w głębokich wodach i doświadczyć intensywności ekstremalnych sportów na różnych kontynentach.",1,2,3,1,1,5,2,4,2,4,5,3,2,1,1,2,2,1,1,1,1,1,1,2,3,3,3,2,3,3,2,1,1,3,2,1,1,2,2,3,1,1,2,2,1,1,1,1,2,1,3,2,3,"I am an enthusiast of an active lifestyle and outdoor adventures.My interests focus mainly around extreme sports, climbing, running in the mountains and all kinds of attractions that provide doses of adrenaline.I spend my free time on mountain trails, climbing rocks or diving in picturesque places."
"Podróże są dla mnie fascynujące, uwielbiam odkrywać nowe miejsca i doświadczać różnych kultur. Choć cenię spokojne chwile, to również szukam aktywności, które dostarczą mi niezapomnianych wrażeń.","Preferuję podróże w okresach umiarkowanego ruchu turystycznego, unikam sezonów szczytowych, aby móc swobodnie cieszyć się miejscami bez zgiełku i tłumu.",4,3,4,4,3,4,3,2,4,4,4,3,4,3,3,4,4,3,4,3,2,2,1,4,4,3,2,3,3,2,3,3,2,4,2,3,4,3,4,4,4,3,4,3,4,3,2,4,3,4,4,4,4,"Travels are fascinating for me, I love to discover new places and experience different cultures.Although I value peaceful moments, I am also looking for activities that will provide me with an unforgettable experience."
"Moje hobby obejmują organizowanie wydarzeń towarzyskich i robienie zdjęć malowideł ściennych, a także spędzanie wolnego czasu na tworzenie dzieł artystycznych, aby przyczynić się do projektów społecznych.Jako entuzjasta sztuki ulicznej i działacz na rzecz środowiska lubię tworzyć malowidła ścienne promujące ochronę środowiska, angażujące się w działania społeczne i odkrywanie obszarów miejskich.","Planuję podróż po europejskich miastach street artu na 14 dni, od 15 do 28 sierpnia 2025 roku.",2,1,1,1,1,1,1,1,1,3,2,1,4,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,3,1,5,1,2,1,3,1,1,1,1,1,1,1,1,"I am a street art lover and social activist.My interests include creating murals, activities for environmental protection and active participation in social projects.The hobby is traveling around cities with the rich Street Art scene, organizing social events and photographing city murals.I most often spend my free time creating artistic works on the walls and supporting social initiatives."
".Jestem fanem japońskiej kultury i lubię praktykować medytację, sztukę bonsai, ceremonię herbaty i praktyki uważności.Moje hobby obejmują podróż do Japonii, zbieranie antyków związanych z krajem kwiatów wiśni oraz spędzanie wolnego czasu w ogrodu popijając herbatę","Planuję spokojną podróż po Japonii na 10 dni, od 20 do 30 września 2025 roku.",1,3,1,2,1,1,1,1,5,4,3,1,5,1,1,1,2,1,1,5,1,1,1,1,4,2,1,1,1,1,1,1,1,1,1,1,1,2,4,2,4,1,3,1,5,1,1,1,1,1,5,4,1,"I am a admirer of Japanese culture and passionate about meditation.My interests include Bonsai art, tea ceremony and mindfulness practices.The hobby is traveling to Japan, collecting antiques related to the culture of the Country of Cherry Blossoms and daily meditative practice.I most often spend my free time in the Bonsai garden, reflectively drinking tea and improving meditation techniques."
"Jestem wielbicielem nauki i technologii. Moje zainteresowania koncentrują się głównie wokół nowoczesnych wynalazków, eksploracji kosmosu i uczestnictwie w wydarzeniach naukowych. Hobby to programowanie, eksperymenty chemiczne i czytanie popularnonaukowej literatury. Wolny czas najchętniej spędzam w muzeach nauki, planetariach i na konferencjach technologicznych.","Planuję intensywną wycieczkę na 5 dni, od 15 do 19 lipca 2024 roku.",1,3,1,1,1,2,1,1,2,1,2,1,2,1,1,2,5,1,1,1,1,1,1,2,1,1,1,3,1,1,1,1,1,2,1,1,1,1,1,3,2,3,2,2,3,4,5,1,1,2,3,1,1,"I am a admirer of science and technology.My interests focus mainly around modern inventions, space exploration and participation in scientific events.Hobbies are programming, chemical experiments and reading popular science literature.I most often spend my free time in science museums, planetaries and technology conferences."
"iSpędzam wolny czas na testowaniu nowych narzędzi bezpieczeństwa i uczestnictwa w konferencjach branżowych. Bezpieczeństwa cybernetycznego zainteresowania w dziedzinie nowoczesnych technologii. Moja pasja to analiza i ochrona systemów IT. Hobby obejmuje badanie nowych rozwiązań bezpieczeństwa, śledzenie najnowszych trendów w cyberprzestrzeni i edukacji w dziedzinie cyberbezpieczeństwa.Jestem specjalistą ds.","Planuję krótką podróż edukacyjną na 5 dni, od 20 do 24 października 2024 roku.",1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,3,1,2,1,1,1,2,1,1,"I am a cyber security specialist with interests in the field of modern technologies.My passion is the analysis and protection of IT systems.The hobby includes exploration of new safety solutions, tracking the latest trends in cyberspace and education in the field of cybersecurity.I spend my free time testing new safety tools and participation in industry conferences."
".Jestem namiętnym miłośnikiem przyrody i lubię angażować się w sporty ekstremalne, szczególnie wspinanie się, jazda na rowerze i eksplorowanie miejsc historycznych i architektonicznych","Planuję krótką wycieczkę trwającą około 5 dni, która rozpocznie się za dwa miesiące.",1,2,4,1,2,5,2,3,3,4,5,2,2,3,1,2,2,3,2,2,2,1,1,3,3,3,1,2,3,2,2,3,1,3,1,2,2,2,3,3,2,1,3,3,3,1,1,2,1,2,3,3,2,"I am an enthusiast of nature and extreme sports.I most often spend my free time on activities such as climbing, canoeing or cycling.I am also interested in places with rich history and architecture."
"Podróżowanie to nie tylko odkrywanie mojego otoczenia, ale także oznacza zaangażowanie się w znaczące działania i odczuwanie intensywnych emocji..Moja osobowość charakteryzuje się wysokim poziomem energii, entuzjazmu i chęci podejmowania nowych wyzwań","Preferuję podróże w okresie, gdy miejsce tętni życiem, a atmosfera jest pełna energii i możliwości do aktywności. Wybieram się w podróże, aby doświadczać intensywnych przeżyć, poznawać różne kultury i uczestniczyć w dynamicznych wydarzeniach.",4,4,4,3,4,5,5,4,3,4,3,5,3,3,2,3,4,3,4,3,3,4,3,4,4,4,3,4,3,4,3,4,3,4,3,4,4,3,4,4,4,3,4,4,4,3,3,5,5,4,4,4,4,"I am a person with a very energetic disposition, full of passion and ready for all new challenges.For me, travel is not only an opportunity to explore, but also to actively spend time and experience intense emotions."
"Jestem zapalonym podróżnikiem i fascynuje mnie poznawanie różnorodności kulturowej oraz tradycji miejscowych społeczności. Moje hobby to eksploracja lokalnej kuchni, uczestnictwo w tradycyjnych świętach i spotykaniu się z miejscowymi mieszkańcami. Najchętniej spędzam wolny czas w miejscach, gdzie mogę zanurzyć się w autentycznej kulturze i tradycjach ludzi.","Planuję swoją wycieczkę na wrzesień. Będzie trwała 14 dni, od 10 września do 23 września.",1,2,1,1,1,1,1,1,3,2,3,2,4,2,2,1,1,4,3,4,3,3,3,2,4,2,1,1,2,1,3,2,1,3,1,2,1,2,2,3,4,2,5,4,5,1,1,1,1,1,3,5,3,"I am an avid traveler and I am fascinated by learning about cultural diversity and the traditions of local communities.My hobby is an exploration of local cuisine, participation in traditional holidays and meeting local residents.I most often spend my free time in places where I can immerse myself in authentic culture and traditions of people."
"Jestem turystą, który lubi odkrywać unikalne dzieła sztuki na ulicach miasta i robić zdjęcia pięknych krajobrazów.","Planuję swoją wycieczkę na sierpień. Będzie trwała 6 dni, od 15 sierpnia do 20 sierpnia.",1,2,1,1,1,1,1,1,1,3,2,1,2,1,1,1,1,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,3,1,5,1,1,2,1,4,1,2,1,3,1,1,1,1,1,3,2,2,I am a tourist who loves street art and landscape photography.My hobby is discovering unique works of art on city streets and consolidating their beauty with a camera.I spend my free time walking on the streets full of murals and photographing charming landscapes.
"Sztuka współczesna mnie fascynuje.Preferuję odwiedzanie galerii i muzeów, kiedy mogę swobodnie odkrywać świat.Bardziej przyjemne jest odwiedzanie miejsc kulturalnych, w których mogę doświadczyć nowoczesnych i eksperymentalnych wyrażeń artystycznych.","lipiec 2023, 7 dni.",2,3,1,2,2,1,1,1,1,2,1,2,3,1,1,1,1,2,2,2,3,2,1,1,2,1,1,1,1,2,2,2,1,2,1,3,1,2,3,2,5,3,4,3,4,4,1,1,2,4,4,3,2,I am a lover of modern art.In my free time I explore galleries and art museums.I prefer cultural places where I can immerse myself in modern and experimental artistic works.
"Jestem entuzjastą sportu i przygód. Wolny czas najchętniej spędzam na aktywnościach na świeżym powietrzu. Interesuję się ekstremalnymi sportami, ale również kulturą lokalną.","Planuję dłuższą wycieczkę trwającą dwa tygodnie, która rozpocznie się za trzy miesiące.",4,3,5,2,4,5,5,4,3,4,4,3,2,1,2,3,1,2,1,2,2,1,1,3,3,3,2,3,4,3,2,2,1,3,1,2,3,2,3,2,1,2,3,2,3,1,1,3,2,4,4,2,3,"I am an enthusiast of sport and adventures.I most often spend my free time on outdoor activities.I am interested in extreme sports, but also local culture."
"Jako ktoś, kto lubi odkrywać nowe miejsca i doświadczać swojej historii, kultury, architektury i otoczenia, polegam na fotografii, aby uchwycić esencję moich podróży.",maj 2023,3,4,2,1,2,1,2,1,3,4,4,3,4,3,2,2,4,5,5,4,3,3,3,4,5,4,3,4,4,4,3,3,2,4,3,4,3,4,4,4,4,3,5,4,5,2,2,3,3,3,4,5,4,"I am a travel lover with passion for history.I am fascinated by places related to the past, architecture and culture.I always take a camera with me to immortalize the beauty and atmosphere of visited places."
"Jestem trenerem fitness z pasją do nurkowania, zwłaszcza w miejscach z koralowymi rafami. Moje hobby to utrzymanie kondycji fizycznej i eksploracja podwodnego świata. Wolny czas najchętniej spędzam na treningach fitness oraz pod wodą, podziwiając kolorowe rafy i ich mieszkańców.",Moja wycieczka odbędzie się od 8 lipca do 23 lipca 2023 roku.,2,1,5,1,4,3,4,1,2,4,5,5,2,1,1,1,2,1,1,1,1,2,1,3,1,1,1,1,1,1,1,1,1,2,1,1,2,1,3,2,1,1,2,1,2,1,1,2,5,1,2,1,1,"I am a fitness trainer with passion for diving, especially in places with coral reefs.My hobby is maintaining physical condition and exploration of the underwater world.I most often spend my free time in fitness and under water training, admiring colorful reefs and their inhabitants."
"Piękno natury wokół mnie. Moje zainteresowania skupiają się głównie na ekologii, botaniku i podróżowaniu po malowniczych miejscach.Jestem miłośnikiem natury i pokoju. Hobby to fotografia przyrodnicza i odkrywanie unikalnych ekosystemów.","Planuję wycieczkę na 5 dni, od 5 do 9 czerwca 2024 roku.",1,3,2,1,1,1,1,1,4,5,5,1,2,4,1,2,1,2,1,1,1,1,1,3,4,3,1,1,1,2,2,1,1,3,2,2,2,2,4,4,2,1,3,3,4,1,1,3,2,1,3,3,2,"I am a lover of nature and peace.My interests focus mainly around ecology, botany and traveling around picturesque places.The hobby is nature photography and discovering unique ecosystems.I most often spend my free time walking around the parks and nature reserves, enjoying the beauty of the nature around me."
" Moje hobby bada historię, odwiedzając miejsca związane z ważnymi wydarzeniami i uczestnictwem w wydarzeniach kulturalnych..Jestem miłośnikiem czasu i miejsc historycznych związanych z ważnymi wydarzeniami","Planuję swoją wycieczkę na wrzesień. Będzie trwała 10 dni, od 15 września do 24 września.",1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,3,4,4,3,2,1,2,4,4,3,3,4,4,4,3,2,1,3,1,1,1,2,2,4,3,2,5,4,4,2,1,1,1,1,3,4,2,"I am a lover of time and historical places related to important events.My hobby is exploring history, visiting places related to important events and participation in cultural events.I most often spend my free time visiting museums, battlefields and places of historical importance."
"naczynia każdego regionu.. Moje hobby odwiedza muzea, galerię sztuki, teatry i koncerty.Jestem wielbicielem sztuki i kultury",Moja wycieczka odbędzie się od 15 kwietnia do 30 kwietnia 2023 roku.,2,4,3,2,2,1,3,1,3,2,3,2,3,2,1,2,4,4,3,2,2,1,1,3,4,3,2,3,2,3,2,2,2,3,2,1,2,3,4,4,5,2,4,3,4,1,2,2,2,3,4,4,3,"I am an admirer of art and culture.My hobby is visiting museums, art gallery, theaters and concerts.I most often spend my free time exploring historic places and participating in local cultural events.I am interested in culinary diversity and try to try traditional dishes of each region."
"Dodatkowo interesuję się historią sportu.Jestem oddanym entuzjastą sportu, który lubi uczestniczyć w wydarzeniach sportowych i angażować się w działania fizyczne.","Planuję krótką wycieczkę trwającą kilka dni, która rozpocznie się za trzy miesiące.",3,2,2,2,3,3,5,3,2,2,2,1,3,1,1,1,2,1,1,1,1,1,1,2,1,1,1,2,3,3,2,1,1,2,1,1,2,2,3,2,1,1,2,1,2,1,1,1,1,1,3,1,2,"I am a lover of sport and physical activity.I most often spend my free time practicing various sports, as well as participation in sporting events.I am also interested in the history of sport."
"Jestem specjalistą ds. relacji publicznych w dużym korporacyjnym biurze z zainteresowaniem w budowaniu pozytywnego wizerunku firmy. Moje obszary zainteresowań obejmują zarządzanie komunikacją z mediami, organizację wydarzeń firmowych oraz rozwijanie strategii PR. Hobby to śledzenie trendów w dziedzinie PR, analiza opinii publicznej i tworzenie skutecznych kampanii komunikacyjnych. Wolny czas najchętniej spędzam na budowaniu relacji z interesariuszami i rozwijaniu umiejętności komunikacyjnych.","Planuję krótką podróż biznesową na 4 dni, od 5 do 8 stycznia 2025 roku.",1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,3,1,2,1,1,1,2,1,1,"I am a specialist in public relations in a large corporate office with interest in building a positive image of the company.My areas of interest include communication management with the media, organization of company events and developing PR strategy.Hobbies are tracking trends in the field of PR, public opinion analysis and creating effective communication campaigns.I spend my free time building relationships with stakeholders and develop communication skills."
"Moja miłość do historii i sztuki jest widoczna w moim czasie wolnym spędzonym na odkrywaniu dziedzictwa kulturowego i artystycznego, szczególnie w muzeach, galeriach sztuki i miejscach historycznych.","Planuję krótką wycieczkę trwającą około 5 dni, aby skoncentrować się na intensywnym zwiedzaniu i poznawaniu kulturowych atrakcji.",1,2,1,1,1,1,2,1,2,2,1,1,3,1,3,2,4,5,5,4,4,1,1,3,4,3,1,3,2,3,3,2,2,2,1,1,1,2,2,4,5,2,4,3,4,2,2,1,1,2,3,4,3,"I am a lover of history and art.My interests focus mainly around the exploration of cultural and artistic heritage.I spend my free time in museums, art galleries and when visiting historic places."
"Często odwiedzam lokalizacje, które oferują szeroką gamę gier planszowych, aby zaspokoić społeczność graczy.Lubię grać i uczestniczyć w turniejach gier planszowych, a także zbierać i organizować je.","Planuję swoją wycieczkę na maj. Będzie trwała 7 dni, od 15 maja do 21 maja.",2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,"I am an avid board player and I regularly participate in board games tournaments.My hobby is collecting board games, organizing board games and participation in tournaments.I most often spend my free time in places that offer a wide selection of board games and organize tournaments for player community."
" Moje zainteresowania obejmują śledzenie nowych trendów w projektowaniu wnętrz, eksperymentowanie z kolorami i teksturami oraz wyszukiwanie inspiracji w sztuce i designie.Jestem projektantem wnętrz z pasją do tworzenia unikalnych przestrzeni. Hobby to projektowanie mebli, dekorowanie przestrzeni i uczestnictwo w wystawach projektowychNajczęściej spędzam wolny czas na odwiedzaniu sklepów meblowych i eksploracji miejsc kulturalnych.","Planuję krótką podróż projektową na 3 dni, od 20 do 22 lutego 2025 roku.",1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,3,1,2,1,1,1,2,1,1,"I am an interior designer with passion for creating unique spaces.My interests include tracking new trends in interior design, experimenting with colors and textures, and searching for inspiration in art and design.The hobby is furniture design, decorating space and participation in design exhibitions.I most often spend my free time visiting furniture stores and exploration of cultural places."
".Jestem entuzjastą przyrody i ekologii. Jestem zainteresowany miejscami związanymi ze zrównoważonym rozwojem, pięknem naturalnych krajobrazów i parków narodowych, w których mogę widzieć z różnorodną naturą",Planuję wycieczkę w okresie od 5 września do 15 września 2023 roku.,2,3,2,2,2,3,2,1,4,5,5,2,3,4,1,2,2,3,2,3,2,2,2,3,4,3,2,3,2,3,3,3,2,3,2,2,2,3,3,3,2,2,3,3,4,1,2,4,3,1,3,3,3,"I am an enthusiast of nature and ecology.I am interested in places related to sustainable development, the beauty of natural landscapes and national parks, where I can commune with a variety of nature."
Najchętniej jadam posiłki w restauracjach interesuje się mechaniką samochodową moje hobby to naprawa komputerów najchętniej spędzam wolny czas grając na gitarze elektrycznej wolę spędzać czas aktywnie moje ulubione atrakcje turystyczne to zamki lub bunkry,W środe od 13 do 18 czerwca ,5,3,4,3,5,4,4,3,4,5,3,2,5,3,4,5,3,5,5,5,4,2,3,2,5,5,5,5,5,4,5,3,3,4,2,4,5,5,3,4,3,4,2,3,5,3,3,5,3,5,3,4,5,"I am most often eating meals in restaurants, I am interested in car mechanics, my hobby is a repair of computers, I most often spend my free time playing electric guitar I prefer to spend time actively my favorite tourist attractions are castles or bunkers"
"Jestem oddanym zwolennikiem natury i aktywnych zajęć rekreacyjnych, spędzając czas na podziwianiu piękna pieszych, robieniu zdjęć i nurkowaniu w płytkiej wodzie.Ponadto intryguje mnie lokalna kultura i tradycje, które są unikalne dla każdego obszaru.","Planuję dłuższą wycieczkę trwającą około 3 tygodni, która rozpocznie się za cztery miesiące.",2,3,4,2,3,4,2,1,5,5,5,3,2,3,1,2,3,4,3,2,1,2,1,4,4,3,2,2,2,2,3,3,1,4,1,3,3,3,5,4,4,3,3,3,4,2,1,3,3,3,4,4,3,"I am a lover of nature and active recreation.I most often spend my free time on pedestrians, photographing landscapes and diving.I am also interested in local culture and traditions."
"Jestem pasjonatem kulinariów i eksploracji smaków. Moje hobby to gotowanie, degustacje potraw z różnych kultur oraz poszukiwanie autentycznych lokalnych dań. Wolny czas najchętniej spędzam na wizytach w lokalnych restauracjach i targach spożywczych. Interesuję się zarówno tradycyjnymi, jak i nowatorskimi kulinariami.",Moja wycieczka odbędzie się od 12 września do 27 września 2023 roku.,2,3,1,2,2,1,1,1,3,2,2,2,2,1,1,1,2,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,2,1,1,1,1,2,1,2,1,2,2,2,1,1,2,1,1,3,2,2,"I am passionate about culinary and exploration of flavors.My hobby is cooking, tasting dishes from different cultures and searching for authentic local dishes.I most often spend my free time visits to local restaurants and food fair.I am interested in both traditional and innovative culinary."
"Jestem pasjonatem kultury i sztuki, zawsze poszukującym inspiracji w różnorodnych przejawach ludzkiej twórczości. Moje zainteresowania skupiają się głównie wokół muzeów, galerii sztuki i miejsc historycznych, gdzie mogę zagłębiać się w różne epoki i style artystyczne. Wolny czas najchętniej spędzam w spokojnych miejscach, gdzie mogę delektować się atmosferą i pięknem otoczenia.","Planuję dłuższą podróż trwającą ponad dwa tygodnie, która rozpocznie się za siedem miesięcy. Chcę w tym czasie zanurzyć się w bogatej historii, ciesząc się zarówno zabytkami kultury, jak i nowoczesnymi dziełami sztuki.",2,3,1,2,1,1,2,1,3,3,4,2,3,2,1,1,4,5,5,3,3,2,1,4,4,3,1,3,2,4,3,3,2,4,1,2,3,4,4,4,5,3,5,3,4,2,2,2,1,3,4,5,3,"I am passionate about culture and art, always looking for inspiration in various manifestations of human creativity.My interests focus mainly around museums, art gallery and historical places, where I can delve into various arts and artistic styles.I spend my free time in quiet places where I can enjoy the atmosphere and beauty of the surroundings."
